account_uuid,state,industry,subindustry,year_established,annual_revenue,total_payroll,business_structure,num_employees,region
836726bb-40728-71cf-4a7fd-1070172ce7,CA,Food and Accommodation,Caterers,2010.0,65000.0,0.0,Individual,0.0,West
2e69d98d-03c7e-3db5-bffb7-8887eb3400,OR,Healthcare,Child Day Care Services,2017.0,30000.0,0.0,Individual,0.0,West
86cfec4e-2cd56-5ab9-f4060-38bd0edcb2,TX,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2017.0,60000.0,60000.0,Corporation,6.0,South
6a1df437-a8f63-3d1f-23c22-ffedf888a9,CA,Food and Accommodation,Drinking Places (Alcoholic Beverages),2018.0,225000.0,0.0,Limited Liability Company,0.0,West
22f5852f-a1f5-441e-a77e-3182b5194539,SC,Contractors,Finish Carpentry Contractors,2018.0,75000.0,25000.0,Individual,1.0,South
17da9dae-65245-101e-2af6d-cfa1319fc5,LA,Other Services,Appliance Repair and Maintenance,2018.0,55000.0,0.0,Individual,0.0,South
faf02a1d-1a28c-75dc-32157-d1b071fe0e,MA,Food and Accommodation,Limited-Service Restaurants,2017.0,1500000.0,450000.0,Limited Liability Company,52.0,Northeast
9345bb4b-6413-4cb5-b62d-1cf4c7090161,VA,"Professional, Scientific and Technical Services",Building Inspection Services,2016.0,150000.0,0.0,Limited Liability Company,0.0,South
c1c091a3-3161-453b-bb3f-00ec4f93766a,CA,Food and Accommodation,Caterers,2018.0,30000.0,0.0,Individual,0.0,West
2f071875-7a0e4-0b9b-68633-c86dce17eb,NC,Retail Trade,Baked Goods Stores,2017.0,15000.0,6000.0,Limited Liability Company,0.0,South
95dbe308-cf80-4bbd-8b97-30e885307a69,GA,Contractors,Residential Remodelers,2016.0,40000.0,0.0,Limited Liability Company,0.0,South
73520e39-30086-ae9d-43c7f-aeb3ac219c,TX,Unknown,Unknown,2013.0,80000.0,0.0,Individual,0.0,South
9688aad9-4c50-46d8-9d54-deb57dd008a4,UT,"Professional, Scientific and Technical Services",Graphic Design Services,2008.0,45000.0,0.0,Individual,0.0,West
a7790a1d-42146-c312-f00ad-8198fb1df3,FL,Contractors,Residential Remodelers,2017.0,50000.0,0.0,Individual,0.0,South
eff21445-c2347-35b9-ef532-8de57b8927,NC,Retail Trade,Convenience Stores,2017.0,65000.0,0.0,Individual,0.0,South
17e26505-437c9-34c1-f99fc-b16d3bbaf8,CT,Manufacturing,Nonupholstered Wood Household Furniture Manufacturing,2017.0,35000.0,0.0,Individual,0.0,Northeast
bc1ba915-11693-15ac-c84b4-5de5399d85,NY,"Sports, Arts, Entertainment, and Recreation","Promoters of Performing Arts, Sports, and Similar Events without Facilities",2011.0,5250000.0,270000.0,Limited Liability Company,6.0,Northeast
19bc3ef9-bd48-470d-95ae-feaa5ac579f2,CA,Consultants,Other Management Consulting Services,2018.0,200000.0,0.0,Limited Liability Company,0.0,West
372903cf-1fd5-45a8-85db-b77d172dd026,CA,Finance and Insurance,Insurance Agencies and Brokerages,1988.0,1500000.0,0.0,Individual,0.0,West
b8057dd4-b58a-47c2-9eb5-0ab21d6efd21,NY,Retail Trade,Family Clothing Stores,2017.0,400000.0,50000.0,Limited Liability Company,2.0,Northeast
01568a4a-cf428-2522-440d5-280d62ee36,WY,"Professional, Scientific and Technical Services",Computer Systems Design Services,2018.0,20000.0,0.0,Limited Liability Company,0.0,West
ff9d87ac-b422-4451-a1eb-c4de01f15386,RI,Wholesale Trade,Other Electronic Parts and Equipment Merchant Wholesalers,2018.0,100000.0,0.0,Limited Liability Company,0.0,Northeast
c7f95d73-ae4e-470f-9ec7-374fed5cdd62,MA,Contractors,Painting and Wall Covering Contractors,2018.0,50000.0,0.0,Individual,0.0,Northeast
bdc7b89e-3e676-d9d0-135e1-ab2f59914b,WY,Administrative Services and Building Maintenance,Janitorial Services,2017.0,35000.0,0.0,Individual,0.0,West
a68ea992-2f686-bade-bf8d4-8ffad4ff89,NV,Other Services,Investigation Services,1989.0,40000.0,0.0,Individual,0.0,West
aac36a7a-ee86e-8d02-e773f-668f3875d7,LA,Rentals and Leasing,All Other Consumer Goods Rental,2015.0,85000.0,85000.0,Limited Liability Company,0.0,South
a7067601-df086-5280-94138-19b8a054a7,FL,Construction,New Single-Family Housing Construction (except For-Sale Builders),2017.0,400000.0,40000.0,Limited Liability Company,0.5,South
74fc7275-a2aa1-dc16-adc03-da6479e814,TX,Consultants,Other Scientific and Technical Consulting Services,2015.0,150000.0,100000.0,Limited Liability Company,1.0,South
d82e568e-8b224-c784-101b7-b5012ecf36,NJ,Retail Trade,Landscaping Services,2018.0,80000.0,0.0,Limited Liability Company,0.0,Northeast
e956398f-d1800-da26-3412e-805dfbf2b8,CA,Contractors,Finish Carpentry Contractors,2017.0,25000.0,0.0,Individual,0.0,West
b79dcb7a-c5f23-f0f4-41dc0-53df3378d9,WA,Other Services,All Other Personal Services,2017.0,75000.0,0.0,Individual,0.0,West
9cda2ec4-b95c-43f0-af28-81df72ad5dd0,NC,Other Services,General Automotive Repair,2016.0,200000.0,0.0,Limited Liability Company,0.0,South
4b82513e-c4503-8162-3664b-5801604e2f,TX,Other Services,Temporary Help Services,2017.0,200000.0,80000.0,Limited Liability Company,3.0,South
94217787-909ce-056f-8bad8-336f1686d4,DC,Administrative Services and Building Maintenance,All Other Business Support Services,2012.0,250000.0,15000.0,Limited Liability Company,1.0,Northeast
264750bb-0221-4780-b593-fd4a4e160b15,GA,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2016.0,100000.0,0.0,Limited Liability Company,0.0,South
cf91fb71-7f0af-2150-e8cee-35ab6e5f37,NV,Other Services,Investigation Services,1982.0,500.0,500.0,Individual,0.0,West
7238f9ff-6a6a2-ac42-b95c3-6d70b714b4,FL,Unknown,Unknown,2017.0,15000.0,1200.0,Not sure yet,0.0,South
62fd2a1b-b3ff-41cc-a745-53e546110152,FL,Healthcare,Dental Laboratories,2009.0,75000.0,0.0,Limited Liability Company,0.0,South
221116d0-b15e0-5d99-93140-e7ae32d70a,KY,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2017.0,18000000.0,208000.0,Other,2.0,South
77cd77d9-6c379-8031-877f4-b5fee0fe28,VA,Administrative Services and Building Maintenance,Janitorial Services,2015.0,36000.0,0.0,Limited Liability Company,0.0,South
abe9bb4e-6c53-4d89-80f2-c7ed7bc3821a,NY,Retail Trade,Landscaping Services,2018.0,10000.0,0.0,Individual,0.0,Northeast
6b332483-de1d-4af4-b3b9-1c718270accf,FL,Retail Trade,Art Dealers,2018.0,50000.0,25000.0,Limited Liability Company,2.0,South
ab8e8e60-0797-4ab5-ad00-10e142460ca3,NY,"Sports, Arts, Entertainment, and Recreation","Promoters of Performing Arts, Sports, and Similar Events with Facilities",1976.0,70000.0,0.0,Corporation,0.0,Northeast
88924095-8d630-80ef-bae9b-c6d082cf36,FL,Food and Accommodation,Full-Service Restaurants,2013.0,1000000.0,180000.0,Corporation,10.0,South
1a4b8678-356eb-4c98-0d427-f7e07533c3,NH,"Professional, Scientific and Technical Services",Architectural Services,1998.0,5000000.0,0.0,Individual,0.0,Northeast
f0520dfc-fd36d-674b-deff0-5fe840f57e,FL,Retail Trade,Landscaping Services,2010.0,24000.0,0.0,Limited Liability Company,0.0,South
85fe8fd9-07ba-4836-a6a1-8295ae4cb633,NY,Contractors,Flooring Contractors,2018.0,40000.0,0.0,Limited Liability Company,0.0,Northeast
f99f284d-2b523-ecd2-0ef51-28ad548306,FL,Healthcare,Dental Laboratories,2017.0,300000.0,200000.0,Corporation,2.0,South
cb336928-3832d-44e6-3d47b-e1f5c909ba,IL,Other Services,Exterminating and Pest Control Services,2017.0,60000.0,0.0,Corporation,0.0,Midwest
4d9ba106-67f8e-eac8-0c581-83da97c578,PA,Unknown,Unknown,2017.0,200000.0,75000.0,Limited Liability Company,3.0,Northeast
32e52e36-80361-bfff-94d67-a25534710b,TX,Other Services,Commercial Printing (except Screen and Books),2016.0,95000.0,0.0,Limited Liability Company,0.0,South
73db9d3c-3dcd8-c901-768d1-fb315ca102,VA,Education,Other Technical and Trade Schools,2016.0,30000.0,0.0,Limited Liability Company,0.0,South
6495c4cb-d8d8-42c7-a957-46f0891dc980,IN,Contractors,All Other Specialty Trade Contractors,1998.0,500000.0,80000.0,Individual,2.0,Midwest
7bc6833f-7e166-bf7d-3dd11-1f1840ac5e,CA,Manufacturing,Soap and Other Detergent Manufacturing,2017.0,100000.0,40000.0,Limited Liability Company,0.0,West
92d9290d-0f11b-5670-d30c6-d0a5888151,FL,Retail Trade,Landscaping Services,2017.0,100000.0,150000.0,Corporation,7.0,South
b5cafd0b-08df5-2a4e-655b3-3cd5e0d94c,NC,Consultants,Administrative Management and General Management Consulting Services,2017.0,150000.0,0.0,Limited Liability Company,0.0,South
ac3eb02e-77d5-4730-a71f-3fcf569a1830,FL,Contractors,Residential Remodelers,2005.0,150000.0,0.0,Corporation,0.0,South
ebf5b287-52dc1-a6bb-21770-900507e744,CA,Other Services,Pet Care (except Veterinary) Services,2017.0,9000.0,0.0,Individual,0.0,West
f3b73ef1-b3932-27bd-8f844-85b812b0dc,VA,Contractors,Residential Remodelers,2017.0,52000.0,0.0,Individual,0.0,South
7eb059e5-c40b-42f5-a805-62cd5c2a3fca,PA,Contractors,Residential Remodelers,2018.0,50000.0,0.0,Individual,0.0,Northeast
be3572e2-27f1-44b3-bf2c-033a3c9f3e0c,MI,Education,Fine Arts Schools,2018.0,15000.0,0.0,Individual,0.0,Midwest
370e7d12-3238-4fd2-bed2-994e0c84fe7a,CA,Other Services,All Other Automotive Repair and Maintenance,2017.0,90000.0,0.0,Other,0.0,West
308e9d0a-bef3-46b8-9f6e-885864f2dd7f,TN,Transportation and Warehousing,Local Messengers and Local Delivery,2015.0,700000.0,0.0,Limited Liability Company,0.0,South
87253ca9-94a1c-7f96-d09f9-931e999d60,SC,Other Services,Employment Placement Agencies,2017.0,500000.0,50000.0,Corporation,23.0,South
79aa2e89-3778-400b-8933-ee03c152a2c1,MA,Manufacturing,Cutting Tool and Machine Tool Accessory Manufacturing,2018.0,200000.0,50000.0,Limited Liability Company,1.0,Northeast
15434854-7825-4d6d-8b4f-0a6ae15fd3fd,VA,Contractors,"Other Foundation, Structure, and Building Exterior Contractors",2000.0,100000.0,0.0,Individual,0.0,South
6c86b812-ba22-43bb-a368-f7375806ca81,PA,Construction,New Single-Family Housing Construction (except For-Sale Builders),2017.0,75000.0,24000.0,Limited Liability Company,1.0,Northeast
245fefaf-64f5c-bbed-75ca9-2a4cc127de,MI,"Technology, Media and Telecommunications",Motion Picture and Video Production,2017.0,10000.0,0.0,Individual,0.0,Midwest
f589087f-4a012-e2a0-84ba5-24eb2b27c9,OH,Administrative Services and Building Maintenance,Janitorial Services,2017.0,17000.0,48000.0,Limited Liability Company,5.0,Midwest
d6eff52d-53ee1-2a60-df28b-7bcb28f57f,VA,Healthcare,Offices of Physicians (except Mental Health Specialists),2017.0,400000.0,80000.0,Corporation,3.0,South
c969a2ba-0049-46bd-bb4e-a25310c05e63,CA,Other Services,All Other Automotive Repair and Maintenance,2011.0,130000.0,0.0,Individual,0.0,West
5b083a46-4040d-e9d2-73137-f6de55021a,MN,Retail Trade,"Beer, Wine, and Liquor Stores",2016.0,1000000.0,30000.0,Corporation,1.0,Midwest
2640ed15-f5f69-3488-96f81-4ea7ccf815,NY,Consultants,Other Management Consulting Services,2018.0,35000.0,0.0,Individual,0.0,Northeast
8ed081ad-b9825-82c0-7b53d-a7f8c6e13e,NY,Consultants,Other Scientific and Technical Consulting Services,2017.0,800000.0,225000.0,Corporation,6.0,Northeast
cd7b1832-56cdb-8938-f559a-15c50e5334,NY,Administrative Services and Building Maintenance,Janitorial Services,2017.0,15000.0,15000.0,Individual,0.0,Northeast
8b68a497-b078-4dc7-b664-46aeb8c23309,FL,Contractors,Electrical Contractors and Other Wiring Installation Contractors,1986.0,50000.0,0.0,Individual,0.0,South
eb053ffb-5d20d-0e5a-b979d-40218f5d23,TN,Finance and Insurance,Insurance Agencies and Brokerages,2017.0,100000.0,50000.0,Corporation,1.0,South
0b45745e-00f8-4aad-952f-acd5a2ea7afb,CA,"Sports, Arts, Entertainment, and Recreation",Agents and Managers,2018.0,100.0,0.0,Individual,0.0,West
3a65dd25-89922-2e8e-b8a25-5510a6b83e,NJ,Other Services,Barber Shops,2017.0,120000.0,65000.0,Limited Liability Company,2.0,Northeast
cdc5c8ab-bd0f-445e-b471-be8917597832,KY,Healthcare,Child Day Care Services,2018.0,15000.0,0.0,Limited Liability Company,0.0,South
412afaf4-c79ab-f3ab-48928-f6c1ba7aa7,CO,Contractors,Residential Remodelers,2016.0,10000.0,0.0,Limited Liability Company,0.0,West
43a554e9-0c41-43d9-a2af-50621776019c,FL,Finance and Insurance,Insurance Agencies and Brokerages,2018.0,40000.0,0.0,Corporation,0.0,South
d854b936-96c18-f0f2-90c84-db42c9bb8e,OR,Manufacturing,Wood Kitchen Cabinet and Countertop Manufacturing,2017.0,300000.0,48000.0,Limited Liability Company,2.0,West
06999f68-5fd3-42d5-aaef-20bb67a16b94,NC,Other Services,Other Social Advocacy Organizations,2008.0,150000.0,50000.0,Non-Profit,12.0,South
7842647a-9e953-a47d-fa36b-29ed54ab82,NJ,"Technology, Media and Telecommunications",Motion Picture and Video Production,2017.0,3000.0,0.0,Individual,0.0,Northeast
f4630861-dab1-41d9-831d-7db72b9c538c,NJ,Retail Trade,Electronic Shopping,2018.0,5000.0,0.0,Limited Liability Company,0.0,Northeast
e5318abd-8d265-3f7c-6568f-e9077db5e9,WY,"Professional, Scientific and Technical Services",Custom Computer Programming Services,2016.0,100000.0,50000.0,Limited Liability Company,1.0,West
89cf36cf-c507e-17c2-cd5a8-1837c6d24c,MD,Retail Trade,Landscaping Services,2017.0,75000.0,25000.0,Limited Liability Company,1.0,South
b5a944d2-6f53-4b35-aed6-c08c8859689a,SC,Other Services,Employment Placement Agencies,2014.0,150000.0,42000.0,Limited Liability Company,0.0,South
9787ce62-b21e-49b4-9056-0b77629f36af,OH,Transportation and Warehousing,"Specialized Freight (except Used Goods) Trucking, Long-Distance",2018.0,100000.0,0.0,Corporation,0.0,Midwest
98b6d878-8e51c-bfa2-ded8f-921a818e9d,NY,Unknown,Unknown,2015.0,35000.0,17500.0,Corporation,2.0,Northeast
2b55b1b6-acade-fa67-13daa-9aaddd34d5,NJ,Wholesale Trade,Service Establishment Equipment and Supplies Merchant Wholesalers,2014.0,600000.0,0.0,Limited Liability Company,0.0,Northeast
7a7a5571-d5bd5-e809-54bad-d273eaf03f,TX,Transportation and Warehousing,"General Freight Trucking, Local",2017.0,100000.0,0.0,Limited Liability Company,0.0,South
4d1919a2-a517-4823-ba78-d8d3f60e0fe1,AL,Contractors,All Other Specialty Trade Contractors,2016.0,20000.0,5000.0,Individual,2.0,South
13a95fb0-c1222-6fde-09703-8110f65b0f,MD,"Professional, Scientific and Technical Services",Architectural Services,2012.0,160000.0,0.0,Limited Liability Company,0.0,South
528c5b65-ea33-4c02-834a-2f5c6be9c6b9,NJ,Food and Accommodation,Full-Service Restaurants,2017.0,241000.0,65000.0,Corporation,11.0,Northeast
0db9259f-17e7a-57c6-df1c1-90e41b6a95,AL,Manufacturing,Fruit and Vegetable Canning,2011.0,50000.0,0.0,Corporation,0.0,South
82ed7a8d-1c22-4f20-af36-e9cb3041fac9,GA,Food and Accommodation,Full-Service Restaurants,2018.0,350000.0,2500.0,Limited Liability Company,7.0,South
2eb1b6b6-3c198-ea64-4bc45-3b9389ebdc,AL,Contractors,Masonry Contractors,2018.0,50000.0,0.0,Individual,0.0,South
29483721-72f04-433e-4d840-5931b7b3be,NJ,Retail Trade,Landscaping Services,2006.0,70000.0,10000.0,Limited Liability Company,2.0,Northeast
0dff7940-b1dbb-cdf3-60121-f027af116a,WA,Retail Trade,Used Merchandise Stores,2017.0,12000.0,28000.0,Individual,2.0,West
8a8051f7-f09b-44ca-8706-7319e78107db,FL,Administrative Services and Building Maintenance,Janitorial Services,2014.0,15000.0,0.0,Individual,0.0,South
9721b48a-67f7-4b17-8eb8-06b1b71f5298,SC,Contractors,All Other Specialty Trade Contractors,2018.0,125000.0,54000.0,Limited Liability Company,1.0,South
02e0fb83-4d77d-550d-869c1-812c1618ce,NV,Other Services,Pet Care (except Veterinary) Services,2014.0,500000.0,300000.0,Limited Liability Company,26.0,West
0c4d4cb6-7188-40ed-a701-8802402f0a71,FL,Food and Accommodation,Mobile Food Services,2017.0,230000.0,0.0,Limited Liability Company,0.0,South
c83e0bc1-6ec72-b5fc-9a26b-ce57fee328,LA,"Sports, Arts, Entertainment, and Recreation","Independent Artists, Writers, and Performers",2017.0,11000.0,0.0,Limited Liability Company,0.0,South
2210b856-a9377-0ef9-4209e-272b4e0368,CA,Food and Accommodation,Caterers,2017.0,50000.0,0.0,Individual,0.0,West
4e49c0f1-21753-eee7-1113e-b568e94a5c,TN,Construction,Commercial and Institutional Building Construction,2014.0,30000.0,0.0,Limited Liability Company,0.0,South
dbb5a678-3d6ef-cfb4-955d6-d8955d9781,TN,Contractors,Residential Remodelers,2018.0,25000.0,0.0,Individual,0.0,South
8e47e955-d6fc1-6321-55909-86f2051360,FL,"Technology, Media and Telecommunications",Software Publishers,1998.0,300000.0,0.0,Corporation,0.0,South
8e30b1fa-4b92c-10df-69387-692b1240fa,TX,Finance and Insurance,Insurance Agencies and Brokerages,2017.0,20000.0,0.0,Individual,0.0,South
cdc541ce-157c-459c-a459-d52ca339d9bc,TN,Other Services,All Other Automotive Repair and Maintenance,2017.0,15000.0,15000.0,Limited Liability Company,5.0,South
ff2d63c4-4f19c-b415-8f708-508f8f51d4,CA,Food and Accommodation,Full-Service Restaurants,2017.0,410000.0,96000.0,Corporation,9.0,West
d91d6e88-cc051-cbc8-1209a-f4b5c32650,FL,Other Services,Automotive Transmission Repair,2018.0,100000.0,75000.0,Limited Liability Company,2.0,South
38e391b2-c3985-9aa0-a79ef-9ecf1e5a8b,MI,Food and Accommodation,Limited-Service Restaurants,2017.0,100000.0,0.0,Individual,0.0,Midwest
2f7a23b1-0bf1a-147c-32edc-0f6122087d,GA,Retail Trade,"Gift, Novelty, and Souvenir Stores",1988.0,100000.0,0.0,Limited Liability Company,0.0,South
849a7c0e-59fab-513c-dd630-b1acd1cfec,OK,Non Profits,Religious Organizations,2013.0,20000.0,0.0,Non-Profit,0.0,South
d2263899-ce22d-7753-a357c-58e04de47b,FL,Education,Fine Arts Schools,2017.0,30000.0,0.0,Limited Liability Company,0.0,South
f2f1d9ce-9390d-f3e5-932a5-09a4bdc228,TN,Construction,Commercial and Institutional Building Construction,2018.0,70000.0,0.0,Limited Liability Company,0.0,South
836e0a25-4bdd1-e7ae-77657-3035ad1d45,FL,Consultants,Marketing Consulting Services,2016.0,50000.0,50000.0,Limited Liability Company,0.0,South
ef3a0229-ce0a-4471-a77a-e556df002ec1,MS,Manufacturing,Electric Lighting Fixture Manufacturing,2003.0,90000.0,0.0,Individual,0.0,South
b7fa3241-467d2-4350-e7ec4-e3cbb7be7f,FL,Unknown,Unknown,2017.0,15000.0,1200.0,Not sure yet,0.0,South
28a12b82-ffa2-49ba-a991-142b6c5e4e43,TN,Contractors,All Other Specialty Trade Contractors,2018.0,6000.0,0.0,Individual,0.0,South
5fa34a1f-680fa-3f92-aa562-ae8051c7a3,UT,"Sports, Arts, Entertainment, and Recreation",Sports Teams and Clubs,2017.0,100000.0,50000.0,Limited Liability Company,1.0,West
0818c75b-78a7-4575-aa85-a4c5fe758437,FL,Administrative Services and Building Maintenance,Janitorial Services,2018.0,10000.0,0.0,Limited Liability Company,0.0,South
2169008b-a481e-4e03-dd451-dc5afafd81,TN,Contractors,Residential Remodelers,2017.0,60000.0,0.0,Individual,0.0,South
2231f6ee-b1839-cfa0-6e102-2783040f49,OH,Other Services,Exterminating and Pest Control Services,2015.0,15000.0,0.0,Individual,0.0,Midwest
c920bbd6-8785d-0aa1-0c367-306950133c,TX,Education,Other Technical and Trade Schools,2017.0,5000.0,0.0,Individual,0.0,South
5afda6c3-4b671-031b-8a14f-54471f4bf0,NY,Administrative Services and Building Maintenance,Janitorial Services,2017.0,10000.0,0.0,Individual,0.0,Northeast
a8c8951f-803f-4258-8040-44b546896f1a,CA,Manufacturing,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,2014.0,500000.0,0.0,Corporation,0.0,West
2e799b86-002a-41ab-9863-a2c4539e0053,FL,Retail Trade,Electronic Shopping,2017.0,80000.0,0.0,Individual,0.0,South
105aeff5-34790-ad04-03001-82dddd9a21,WA,"Professional, Scientific and Technical Services",Computer Systems Design Services,2011.0,150000.0,150000.0,Corporation,3.0,West
699f323e-9d52-4df7-a8b3-106eae6e52d1,NY,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2018.0,50000.0,0.0,Corporation,0.0,Northeast
b5cc869a-1cf5-49db-afbd-c76d730a5636,NY,Unknown,Unknown,2017.0,250000.0,25000.0,Corporation,4.0,Northeast
4f49700f-bfaf0-c7f9-74ff4-6dfc2cc52f,NY,Healthcare,Child Day Care Services,2015.0,65000.0,23000.0,Individual,4.0,Northeast
668c4891-5174-4ce5-be08-df22ff597f9a,FL,"Professional, Scientific and Technical Services",Interior Design Services,2018.0,50000.0,0.0,Limited Liability Company,0.0,South
139d6946-96e2-406b-a15c-686883e7e113,MD,Transportation and Warehousing,"General Freight Trucking, Local",2016.0,100000.0,50000.0,Individual,2.0,South
8f5e801a-175d4-e20a-b5ccd-125f8a4916,GA,Other Services,Employment Placement Agencies,2017.0,55000.0,75000.0,Limited Liability Company,2.0,South
b2898cab-71f7a-db39-9037d-191f99130d,MA,Contractors,Flooring Contractors,2016.0,40000.0,28000.0,Corporation,0.0,Northeast
50b1d586-f12ff-fbfd-63f5c-b6efb01d10,CA,"Professional, Scientific and Technical Services",Tax Preparation Services,2017.0,25000.0,0.0,Individual,0.0,West
df02c71b-96ef-4c7b-b870-23a1bd3eb016,KY,Retail Trade,Household Appliance Stores,2018.0,50000.0,0.0,Individual,0.0,South
14879899-2f02-4a03-80af-7f7915b5677f,FL,Retail Trade,Landscaping Services,2017.0,50000.0,25000.0,Limited Liability Company,1.0,South
0b55916e-c5161-9fa9-18d78-2fa390ee1f,FL,Food and Accommodation,Limited-Service Restaurants,2000.0,100000.0,20000.0,Limited Liability Company,2.0,South
6e7bd2c8-47c1b-5dca-7a638-e8d768b9bd,IN,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,20000.0,0.0,Limited Liability Company,0.0,Midwest
5e1cce48-8df9-4df4-9e52-04237e114df7,FL,Other Services,Car Washes,2018.0,30000.0,0.0,Limited Liability Company,0.0,South
20851447-281a-4142-b765-2653b332acbe,MS,Real Estate,Residential Property Managers,2018.0,55000.0,0.0,Individual,0.0,South
d89fca1a-be4c-41f2-a615-0cad5cc9c2f2,NE,Manufacturing,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",2018.0,5000.0,0.0,Limited Liability Company,0.0,Midwest
f65822bc-6552d-e95b-a13fe-2497f85ccc,NY,"Technology, Media and Telecommunications",Software Publishers,2017.0,500000.0,200000.0,Corporation,5.0,Northeast
8afcf625-d4d7b-2ac6-820f9-5392ba9369,NY,Other Services,Nail Salons,2013.0,24000.0,9600.0,Corporation,1.0,Northeast
ce18c7a3-dcec6-2088-10bbd-96691b6245,CA,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,80000.0,0.0,Individual,0.0,West
d866a97b-35658-a8fa-0f4a3-a5d1b1366f,MI,Contractors,Residential Remodelers,2017.0,180000.0,0.0,Individual,0.0,Midwest
6ee7878c-fdc8e-7d9b-b9772-7c118bdd96,MO,Retail Trade,Furniture Stores,2017.0,180000.0,0.0,Limited Liability Company,0.0,Midwest
c6fcf075-d774-49bc-8a5e-1b7c04423571,WV,Contractors,Residential Remodelers,2011.0,20000.0,0.0,Individual,0.0,South
42a20955-45030-fe95-4b1ca-63a5d65528,TN,Retail Trade,Women's Clothing Stores,2009.0,20000.0,70000.0,Partnership,4.0,South
33aa0e38-7c553-3409-e0ffd-9fded9e347,MA,Real Estate,Other Activities Related to Real Estate,2017.0,1000000.0,250000.0,Corporation,1.0,Northeast
266920b5-87ad-49b2-97eb-a3d539f19b1d,NJ,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2015.0,10000.0,0.0,Limited Liability Company,0.0,Northeast
59ee90dc-450fe-f51b-b36cd-3fb8ae7608,WI,Healthcare,"Offices of Physicians, Mental Health Specialists",1920.0,50000.0,0.0,Limited Liability Company,0.0,Midwest
7612bd87-de4c-4ff9-abcc-22ce4642fbfb,MD,Food and Accommodation,Full-Service Restaurants,2008.0,600000.0,125000.0,Limited Liability Company,12.0,South
2415eba4-e0331-2000-97280-0c95538d65,IN,Other Services,Beauty Salons,2016.0,360000.0,95000.0,Limited Liability Company,4.0,Midwest
548ff904-9f495-b903-24e01-c97cf9806f,TX,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2017.0,25000.0,0.0,Individual,0.0,South
5e45e6be-b55fa-bb8c-f0331-a3f2a07256,GA,Finance and Insurance,Consumer Lending,2017.0,150000.0,350000.0,Limited Liability Company,5.0,South
97e4dc77-ca7cc-cae9-d7daf-3275899e3d,LA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,10000.0,25000.0,Individual,3.0,South
16c805f9-e88e0-6fda-d0285-df97a877b2,CA,Wholesale Trade,Fish and Seafood Merchant Wholesalers,2017.0,150000.0,0.0,Individual,0.0,West
2f922236-9311-4b17-abb0-72cba09594f6,MS,Retail Trade,Landscaping Services,2010.0,45000.0,27194.0,Individual,2.0,South
59214afb-1735-43a7-922c-961777176678,IL,Other Services,Pet Care (except Veterinary) Services,2018.0,20000.0,0.0,Individual,0.0,Midwest
cffdad19-f8ac-4003-b906-a36ca7d32664,MS,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2003.0,800000.0,70000.0,Individual,3.0,South
18091910-b544a-d101-78aae-65091aa500,LA,Construction,Water and Sewer Line and Related Structures Construction,2017.0,80000.0,0.0,Limited Liability Company,0.0,South
d00ce7f1-32b4a-379e-eeee8-dd99344c1f,MA,Contractors,Site Preparation Contractors,2016.0,250000.0,30000.0,Limited Liability Company,0.0,Northeast
a95732f8-b9c5e-19c9-f464d-1d64710776,WI,Administrative Services and Building Maintenance,Janitorial Services,2017.0,6000.0,3000.0,Limited Liability Company,2.0,Midwest
c36debca-756fe-71aa-2e7b7-05e771729f,FL,Other Services,"Automotive Body, Paint, and Interior Repair and Maintenance",1986.0,230000.0,114000.0,Corporation,7.0,South
25ae1e28-00ccc-9304-b84e2-613b8e1db6,CA,Administrative Services and Building Maintenance,Janitorial Services,2018.0,36000.0,0.0,Individual,0.0,West
28949ab9-2d88a-345e-57fe6-432dbd1750,NC,Unknown,Unknown,2017.0,40000.0,0.0,Individual,0.0,South
ec82c365-6338-4dd5-99fa-bbf72d185a25,NJ,"Sports, Arts, Entertainment, and Recreation","Promoters of Performing Arts, Sports, and Similar Events with Facilities",2017.0,30000.0,0.0,Limited Liability Company,0.0,Northeast
7f830130-1869-4532-9e19-b9e279fa852a,IL,Retail Trade,All Other Miscellaneous Store Retailers (except Tobacco Stores),2012.0,250000.0,0.0,Corporation,0.0,Midwest
99d92ae6-f5b61-27a4-0503b-9398303e5c,NC,Consultants,Other Management Consulting Services,1995.0,210000.0,45000.0,Corporation,1.0,South
25cd2735-851c3-614f-f59be-7b75d2420b,MO,Other Services,Reupholstery and Furniture Repair,2017.0,35000.0,30000.0,Individual,0.0,Midwest
e57afde5-5585b-cad4-11b49-a5cc2f5df4,LA,Other Services,General Automotive Repair,2016.0,150000.0,0.0,Limited Liability Company,0.0,South
